/Users/darkimpacto/Desktop/2nd track/IMG/center_2019_08_06_15_59_50_183.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/left_2019_08_06_15_59_50_183.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/right_2019_08_06_15_59_50_183.jpg, 0, 0, 0, 3.918827E-05
/Users/darkimpacto/Desktop/2nd track/IMG/center_2019_08_06_15_59_50_284.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/left_2019_08_06_15_59_50_284.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/right_2019_08_06_15_59_50_284.jpg, 0, 0, 0, 4.368429E-05
/Users/darkimpacto/Desktop/2nd track/IMG/center_2019_08_06_15_59_50_394.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/left_2019_08_06_15_59_50_394.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/right_2019_08_06_15_59_50_394.jpg, 0, 0, 0, 7.741026E-05
/Users/darkimpacto/Desktop/2nd track/IMG/center_2019_08_06_15_59_50_495.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/left_2019_08_06_15_59_50_495.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/right_2019_08_06_15_59_50_495.jpg, 0, 0, 0, 4.058843E-05
/Users/darkimpacto/Desktop/2nd track/IMG/center_2019_08_06_15_59_50_594.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/left_2019_08_06_15_59_50_594.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/right_2019_08_06_15_59_50_594.jpg, 0, 0, 0, 5.715179E-05
/Users/darkimpacto/Desktop/2nd track/IMG/center_2019_08_06_15_59_50_696.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/left_2019_08_06_15_59_50_696.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/right_2019_08_06_15_59_50_696.jpg, 0, 0, 0, 5.856303E-05
/Users/darkimpacto/Desktop/2nd track/IMG/center_2019_08_06_15_59_50_797.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/left_2019_08_06_15_59_50_797.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/right_2019_08_06_15_59_50_797.jpg, 0, 0, 0, 4.541716E-05
/Users/darkimpacto/Desktop/2nd track/IMG/center_2019_08_06_15_59_50_902.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/left_2019_08_06_15_59_50_902.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/right_2019_08_06_15_59_50_902.jpg, 0, 0, 0, 4.283796E-05
/Users/darkimpacto/Desktop/2nd track/IMG/center_2019_08_06_15_59_51_003.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/left_2019_08_06_15_59_51_003.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/right_2019_08_06_15_59_51_003.jpg, 0, 0, 0, 4.919003E-05
/Users/darkimpacto/Desktop/2nd track/IMG/center_2019_08_06_15_59_51_103.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/left_2019_08_06_15_59_51_103.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/right_2019_08_06_15_59_51_103.jpg, 0, 0, 0, 6.946932E-05
/Users/darkimpacto/Desktop/2nd track/IMG/center_2019_08_06_15_59_51_207.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/left_2019_08_06_15_59_51_207.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/right_2019_08_06_15_59_51_207.jpg, 0, 0, 0, 3.65453E-05
/Users/darkimpacto/Desktop/2nd track/IMG/center_2019_08_06_15_59_51_313.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/left_2019_08_06_15_59_51_313.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/right_2019_08_06_15_59_51_313.jpg, 0, 0, 0, 9.723843E-05
/Users/darkimpacto/Desktop/2nd track/IMG/center_2019_08_06_15_59_51_429.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/left_2019_08_06_15_59_51_429.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/right_2019_08_06_15_59_51_429.jpg, 0, 0, 0, 3.911784E-05
/Users/darkimpacto/Desktop/2nd track/IMG/center_2019_08_06_15_59_51_532.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/left_2019_08_06_15_59_51_532.jpg, /Users/darkimpacto/Desktop/2nd track/IMG/right_2019_08_06_15_59_51_532.jpg, 0, 0.106842, 0, 0.06772378
